sample,leaf_coverage_percent,annotation_mode,status,output_dir,input_components,output_polygons,output_points,error
s3_Potato__crop_1765793409651,0.2729,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793409651,,0,1,
s3_Potato__crop_1765793434859,0.2217,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793434859,,0,1,
s3_Potato__crop_1765793451730,1.1869,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793451730,,0,0,
s3_Potato__crop_1765793463307,1.672,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793463307,,0,0,
s3_Potato__crop_1765793486143,0.6057,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793486143,,0,1,
s3_Potato__crop_1765793515143,1.2396,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793515143,,0,0,
s3_Potato__crop_1765793644010,2.8735,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793644010,,0,0,
s3_Potato__crop_1765793683204,12.9673,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793683204,,0,0,
s3_Potato__crop_1765793698400,3.513,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793698400,,0,0,
s3_Potato__crop_1765793724637,6.6411,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793724637,,0,0,
s3_Potato__crop_1765793738255,1.1779,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793738255,,0,0,
s3_Potato__crop_1765793823139,10.2299,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793823139,,0,0,
s3_Potato__crop_1765793849963,7.6645,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793849963,,0,0,
s3_Potato__crop_1765793868713,8.4202,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793868713,,0,0,
s3_Potato__crop_1765793889729,7.3922,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793889729,,0,0,
s3_Potato__crop_1765793913410,3.2472,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793913410,,0,0,
s3_Potato__crop_1765793923428,14.2779,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793923428,,0,0,
s3_Potato__crop_1765793951295,36.1853,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793951295,,0,0,
s3_Potato__crop_1765793986132,10.1115,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793986132,,0,0,
s3_Potato__crop_1765794016088,5.7961,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765794016088,,0,0,
s3_Potato__crop_1765794324114,2.8352,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765794324114,,0,0,
s3_Potato__crop_1765794489245,3.1634,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765794489245,,0,0,
s3_Potato__crop_1765794585970,22.6644,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765794585970,,0,0,
s3_Potato__d01d006607aa9fc5,21.3412,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d01d006607aa9fc5,,0,0,
s3_Potato__d0d6c4fd892c4983,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d0d6c4fd892c4983,,0,1,
s3_Potato__d2c1879c93ce089c,17.448,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d2c1879c93ce089c,,0,0,
s3_Potato__d3982f84ee6d13bf,11.2112,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d3982f84ee6d13bf,,0,0,
s3_Potato__d40c3cf32a2a2f93,38.8542,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d40c3cf32a2a2f93,,0,0,
s3_Potato__d483085e5ee4b229,21.2657,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d483085e5ee4b229,,0,0,
s3_Potato__d4e5a00bbcbe590e,6.7913,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d4e5a00bbcbe590e,,0,0,
s3_Potato__d5f97aea4976a640,0.323,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d5f97aea4976a640,,0,1,
s3_Potato__d655e8fc1908673b,3.8828,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d655e8fc1908673b,,0,0,
s3_Potato__d6aa100481250150,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d6aa100481250150,,0,1,
s3_Potato__d70dce93517c3543,34.1039,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d70dce93517c3543,,0,0,
s3_Potato__d79f81efcdbf7eda,41.0319,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d79f81efcdbf7eda,,0,0,
s3_Potato__d7d1789b4e3fc581,13.8613,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d7d1789b4e3fc581,,0,0,
s3_Potato__d923fdd96da7085b,33.6012,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__d923fdd96da7085b,,0,0,
s3_Potato__da091c5524b167bb,0.8396,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__da091c5524b167bb,,0,1,
s3_Potato__db91b1505ae627b7,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__db91b1505ae627b7,,0,1,
s3_Potato__dcf60d8a44a36f26,32.8632,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__dcf60d8a44a36f26,,0,0,
s3_Potato__ddb1fd5707f31d0d,0.3028,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__ddb1fd5707f31d0d,,0,1,
s3_Potato__de04c632f1c08535,0.5975,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__de04c632f1c08535,,0,1,
s3_Potato__dfac79ca6b444cab,0.3455,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__dfac79ca6b444cab,,0,1,
s3_Potato__dfbf8b78a3217356,19.9949,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__dfbf8b78a3217356,,0,0,
s3_Potato__e009da4caf6c29c0,0.0192,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e009da4caf6c29c0,,0,1,
s3_Potato__e05f7d80e6f45bfe,0.9273,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e05f7d80e6f45bfe,,0,1,
s3_Potato__e38e567d9659c66b,2.6302,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e38e567d9659c66b,,0,0,
s3_Potato__e4315797cedc277d,1.1875,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e4315797cedc277d,,0,0,
s3_Potato__e432732ef7938eb9,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e432732ef7938eb9,,0,1,
s3_Potato__e52a523ed59f462d,13.8998,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e52a523ed59f462d,,0,0,
s3_Potato__e5c4440aa41e7af1,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e5c4440aa41e7af1,,0,1,
s3_Potato__e618bfabf1ee8eb1,14.6449,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e618bfabf1ee8eb1,,0,0,
s3_Potato__e65da4f32a7d0bcb,30.6718,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e65da4f32a7d0bcb,,0,0,
s3_Potato__e664ae915c6ac955,3.3596,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e664ae915c6ac955,,0,0,
s3_Potato__e6e834eaecd8efc4,0.7941,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e6e834eaecd8efc4,,0,1,
s3_Potato__e85d3c821ff76b86,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e85d3c821ff76b86,,0,1,
s3_Potato__e954dd343b02cfa8,14.2167,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__e954dd343b02cfa8,,0,0,
s3_Potato__ea77c23db0b33242,68.1879,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__ea77c23db0b33242,,0,0,
s3_Potato__eaf06c302b3202d6,5.213,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__eaf06c302b3202d6,,0,0,
s3_Potato__ebb9b7409d00f251,22.954,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__ebb9b7409d00f251,,0,0,
s3_Potato__ec6cecdaaaf7bd53,19.0878,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__ec6cecdaaaf7bd53,,0,0,
s3_Potato__eda6d0e174033708,30.0956,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__eda6d0e174033708,,0,0,
s3_Potato__edf170d86d1a6d67,1.993,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__edf170d86d1a6d67,,0,0,
s3_Potato__ee9769b5d069faf1,21.8244,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__ee9769b5d069faf1,,0,0,
s3_Potato__ef8cfed5786e0c93,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__ef8cfed5786e0c93,,0,1,
s3_Potato__f2ce8664c4ec06a7,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__f2ce8664c4ec06a7,,0,1,
s3_Potato__f37223a2f507901c,6.1921,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__f37223a2f507901c,,0,0,
s3_Potato__f44b37b86fefd27e,1.2239,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__f44b37b86fefd27e,,0,0,
s3_Potato__f4605ff10b3343c2,1.3017,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__f4605ff10b3343c2,,0,0,
s3_Potato__f555a1c9a675f18d,58.8196,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__f555a1c9a675f18d,,0,0,
s3_Potato__f63cb45a3d043807,68.868,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__f63cb45a3d043807,,0,0,
s3_Potato__f7d29a73d65d475f,46.4351,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__f7d29a73d65d475f,,0,0,
s3_Potato__f890f13e1418ee78,1.4756,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__f890f13e1418ee78,,0,0,
s3_Potato__fb88fa38eb7aa1b1,5.035,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__fb88fa38eb7aa1b1,,0,0,
s3_Potato__fc00fcc72271b3bb,22.3958,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__fc00fcc72271b3bb,,0,0,
s3_Potato__fc14ccaa14450445,28.5942,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__fc14ccaa14450445,,0,0,
s3_Potato__fce1f2e746fbfcf9,11.3688,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__fce1f2e746fbfcf9,,0,0,
s3_Potato__fcfa1d6733903cfc,1.2076,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__fcfa1d6733903cfc,,0,0,
s3_Potato__fda6d9a88729123b,13.6072,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__fda6d9a88729123b,,0,0,
s3_Potato__fda8dc60f859c693,53.4346,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__fda8dc60f859c693,,0,0,
